makerom,0,1060,0,0
boot,1060,7960,1060,0
dmadata,7960,D8C0,7960,0
Audiobank,D8C0,39680,D8C0,0
Audioseq,39680,89100,39680,0
Audiotable,89100,4DA490,89100,0
kanji,4DA490,556790,4DA490,0
link_animetion,557000,7BCC30,557000,0
icon_item_static,7BD000,8458A0,7BD000,0
icon_item_24_static,846000,851400,846000,0
icon_item_field_static,852000,85D930,852000,0
icon_item_dungeon_static,85E000,85FD80,85E000,0
icon_item_gameover_static,860000,863300,860000,0
icon_item_jpn_static,864000,871C80,864000,0
icon_item_nes_static,872000,87FC80,872000,0
item_name_static,880000,8BD800,880000,0
map_name_static,8BE000,8DF800,8BE000,0
do_action_static,8E0000,8E5700,8E0000,0
message_static,8E6000,8EA180,8E6000,0
jpn_message_data_static,8EB000,8EC200,8EB000,0
message_texture_static,8ED000,8F1580,8ED000,0
nes_font_static,8F2000,92C350,8F2000,0
nes_message_data_static,92D000,9650E0,92D000,0
staff_message_data_static,966000,966F60,966000,0
map_grand_static,967000,975350,967000,0
map_i_static,976000,A64110,976000,0
map_48x85_static,A65000,A86DE0,A65000,0
code,A87000,B8ADA0,A87000,0
n64dd,B8ADA0,B9DA70,B8ADA0,0
ovl_title,B9DA70,B9E430,B9DA70,0
ovl_select,B9E430,BA1190,B9E430,0
ovl_opening,BA1190,BA12F0,BA1190,0
ovl_file_choose,BA12F0,BB1210,BA12F0,0
ovl_kaleido_scope,BB1210,BCDBA0,BB1210,0
ovl_player_actor,BCDBA0,BF4210,BCDBA0,0
ovl_map_mark_data,BF4210,BFAD70,BF4210,0
ovl_En_Test,BFAD70,C00620,BFAD70,0
ovl_En_GirlA,C00620,C02F40,C00620,0
ovl_En_Part,C02F40,C04550,C02F40,0
ovl_En_Light,C04550,C05340,C04550,0
ovl_En_Door,C05340,C06180,C05340,0
ovl_En_Box,C06180,C07CB0,C06180,0
ovl_En_Poh,C07CB0,C0BE40,C07CB0,0
ovl_En_Okuta,C0BE40,C0E420,C0BE40,0
ovl_En_Bom,C0E420,C0F2F0,C0E420,0
